38,tell me more history about [beyonce].
16,schedule a reservation at [red lobster] at [7pm] [tonight].
44,what is another word for [good]?
32,i want to see all [photos of myself] from the year [2013].
35,i want to go back to the last [tab] i was on.
30,in [microsoft word] save my [note] as a document.
40,give me a message when [chrome] is using a lot of memory.
33,can you please show me all of the [new york times] articles i read [last month].
31,save this place for me as my [home] location.
8,when does [cvs] close?
27,make sure all of [bertha]'s attachments are sent to [dropbox]
29,don't let me forget to read [this article] later.
34,bring up pictures of [kittens].
31,i want you to save this location as [home].
12,show me the amount of time i spent on [facebook] [this week]
17,move my [downloads] and save them on to my [desktop] folder.
18,turn all volumes down
36,"every time i take a screenshot, send it in an [email] to [joe]"
3,i want to cancel my appointment at [4pm].
15,let me know after [my script] is done running.
13,turn up volume when i [am watching a movie].
37,inform [my wife] that [i'm coming home].
38,i want to know everything about [beyonce]
12,[this week] i spent how much time on [facebook]
17,place all [downloads] in my [desktop] folder.
5,switch the language to [french].
12,please tell me how much time i spent on [facebook] [this week]?
35,switch back to the [tab] i was just looking at.
44,do you know how to say [good] another way?
33,display every [new york times] article that i have read in the [last month].
35,please go back to [tab] i was just looking at.
37,send [my wife] a message letting her know [i'm coming home].
5,keep  the language in [french].
3,my appointment for [4pm] today needs to be canceled.
9,please bring up the number of [emails] i wrote [today].
10,what is the calorie count of [oreos]?
32,find [photos of myself] taken in [2013].
27,move all attachments on emails from [bertha] to my [dropbox] folder.
20,open the last [document] i used.
12,i want to see how much time i spent on [facebook] [this week]
26,move this [tab] to a new [window].
19,when i [am watching youtube] make it the exclusive sound
21,next song should be [fancy].
23,start the all the [songs] that played [yesterday].
6,please order me a [pumpkin spice latte] from [starbucks].
48,when does my next meeting take place?
30,i want this [note] saved as a document in [microsoft word].
26,open this [tab] in it's own [window]
1,i'd like to be blocked from visiting this site in [10 minutes]' time.
25,i want to print the [documents] that are open.
22,anytime [microsoft word] is up i want [classical music] playing.
25,print any [documents] that are open
15,notify me when my [my script] is done.
10,what are the amount of calories in an oreo?
40,can [chrome] notify me when it's using too much memory
29,set a reminder for me to read [this article] later.
6,i would like to order a [pumpkin spice latte] from [starbucks].
10,[oreos] contain how many calories
38,what else can you tell me about [beyonce]?
27,transfer all the attachments sent by [bertha] to my [dropbox] folder
22,when [microsoft word] opens play [classical music]
35,return back to the [tab] i was just viewing.
39,set an alarm for me [5 minutes] from now
28,please remember this [id number].
16,make a reservation at [red lobster] for [7pm] [tonight].
7,what route can i take to [walk] to [safeway]?
30,save my [note] in [microsoft word] as a document.
29,save this [this article] and remind me to read it later.
36,take a screenshot of this page and send it in an [email] to [joe]
44,what are synonyms for [good]?
27,send any attachments from [bertha] to the folder in my [dropbox].
43,can you tell me what this [error] means?
49,remind me when i should [go grocery shopping].
22,"as soon as [microsoft word] is opened, play [classical music]."
24,start the most popular [songs] of [2012]
10,what are the calories in [oreos]?
21,"when this song is over, play [fancy]"
41,are there any overused [words] in [this essay]?
6,i would like a [pumpkin spice latte] from [starbucks].
13,make the volume louder when you see i [am watching a movie].
2,"[tomorrow], call [sarah] at [5pm]."
4,can you change my [search engine] to [bing].
46,what [websites] did i visit most [last year]?
15,i need to know when [my script] is finished running.
1,i want to be blocked from this site after [10 minutes].
49,tell me when i should [go grocery shopping].
39,remind me to wake up in [5 minutes].
39,in [5 minutes] wake me up.
4,set my default [search engine] to [bing].
35,switch over to the [tab] i was just using.
14,"every time i receive an [email] from [joe], alert me"
16,i need a reservation for .
38,open wikipedia to [beyonce]'s page
12,"[this week], how much time was i on [facebook]?"
30,place my [note] in a [microsoft word] document.
42,what is the meaning of [lol]?
50,when is my [package] going to arrive?
12,can you tell me how many minutes i was on [facebook] [this week]?
2,at [5pm] [tomorrow] call [sarah].
28,please make sure to remember my [id number].
40,"when [chrome] is using too much memory, tell me."
23,[yesterday] i played [songs] that i would like to hear today as well
36,please capture the screen and send it to [joe] via [email].
11,how many [dollars] is [10 euros]?
5,replace the language to [french].
45,tell me what traffic looks like on the way [home].
4,make [bing] my default [search engine].
22,i want [classical music] when i am using [microsoft word].
49,i need to [go grocery shopping]...when should i go?
44,"open thesaurus, and search for [good]"
9,the number of [emails] i wrote [today]?
40,let me know if [chrome] takes up too much memory.
18,make sure everything is muted
36,take a screenshot for [joe] and [email] it to him.
38,i want to know more about [beyonce].
18,turn the volume all the way down
8,when does [cvs] close?
8,when does [cvs] cloe
19,when i [am watching youtube] i want my apps muted.
20,reopen my last closed [document].
11,what is the conversion rate for [10 euros] into [dollars]?
40,warn me if [chrome] uses too much memory.
47,can you find me the best [restaurant] near me?
20,please open the [document] i closed.
35,take me back to the [tab] that i was just looking at.
38,find [beyonce] bio
9,count the number of [emails] i have written [today]
28,commit my [id number] to memory.
36,"after you take a screenshot, send it to [joe] via [email]."
1,do not allow me into this site after [10 minutes].
14,alert me if [joe] sends me an [email].
1,"every time i am on this site for more than [10 minutes], kick me off."
30,convert my [note] to a [microsoft word] document.
12,what was my time spent on [facebook] [this week]?
6,get me a [pumpkin spice latte] from [starbucks].
25,"the [documents] i have open now, print them."
1,after [10 minutes] block me from this site.
21,play [fancy] when this song ends.
47,is there a [restaurant] near me that is best
22,"when i'm using [microsoft word], play [classical music]."
8,"is [cvs] still open, and if so for how long?"
15,"when [my script] finishes running, tell me."
17,store all [downloads] in my [desktop] folder
11,the total of [10 euros] converted into [dollars]?
4,i choose [bing] as my default [search engine]
18,silencio!
9,tell me how many [emails] i wrote [today]
6,can you get me a [pumpkin spice latte] from [starbucks]?
27,"if [bertha] sends me an attachment, put it in my [dropbox] folder."
1,forbid me from accessing this site after [10 minutes].
39,set alarm for [5 minutes]
45,"to get [home], what traffic can i expect"
2,[sarah] needs to be called at [5pm] [tomorrow]
36,snap screenshot and [email] it to [joe].
30,my [note] should be saved in [microsoft word]
25,print all open [documents].
22,"if [microsoft word] is open, please play [classical music]"
5,have [french] be the default language
44,do you know a better word for [good]?
29,[this article] should pop up in a notification later
28,keep my [id number] in your memory
6,i want a [pumpkin spice latte] from [starbucks].
9,tell me what's the number of [emails] that i've written [today].
11,what is the value of [10 euros] compared to [dollars].
6,i want a [pumpkin spice latte] from [starbucks]
4,make my default [search engine] [bing].
23,can you replay the [songs] that i played [yesterday]?
46,what were my most frequented [websites] for [last year]?
13,"when i [am watching a movie], raise volume level."
44,what is a [good] alternative for the word [good]?
45,are there any traffic delays on the route [home]?
10,how many calories do [oreos] have?
44,how can i say [good] in a better way?
42,i want to know what [lol] stands for.
9,how many [emails] have i scribe [today]?
35,open the [tab] i was just looking at.
11,is [10 euros] worth more in [dollars]
30,retain this [note] as a [microsoft word] document.
34,i want to see pictures of [kittens].
13,when i [am watching a movie] raise the volume level.
31,i need this location saved as [home].
22,whenever i start up [microsoft word] i want you to play [classical music].
29,notify me to read [this article] later.
32,look for [photos of myself] taken in [2013].
10,how many calories can be found in [oreos]?
43,what do i do about this [error]?
24,play the most popular [songs] from [2012]
10,how many calories are there in one serving of [oreos]?
33,i want to see all the [new york times] articles that i have over the [last month].
15,let me know when [my script] is finished.
46,what [websites] did i use the most [last year]?
50,the date my [package] arrives?
33,i want to view any [new york times] articles i've read over the [last month].
38,give me more information about [beyonce].
41,what [words] do i use too much in [this essay]?
7,how can i get to [safeway] if i [walk]?
28,i need you to remember this [id number] for me.
29,text me at 4 reminding me to read [this article]
49,do i need to [go grocery shopping]?
45,tell me what traffic is looking like for heading [home].
31,this location should be saved as [home].
16,reserve a table at [red lobster] for [7pm] [tonight].
23,i want to hear the [songs] from [yesterday] again now.
21,play [fancy] after this.
39,i need to be awake in [5 minutes].
49,what is the best time for me to [go grocery shopping].
31,this is my [home] location
17,move all [downloads] to my [desktop] folder.
1,terminate access to this site after [10 minutes]
36,[email] a screenshot of this to [joe].
13,turn volume louder when i [am watching a movie].
38,"[beyonce], tell me more about her."
4,i want to change my default [search engine] to [bing].
48,my next meeting takes place when?
24,play the highest reviewed [songs] from [2012].
31,this should be my [home] in locations.
2,"at [5pm] [tomorrow], call [sarah]."
30,convert my [note] into a [microsoft word] document then save it.
29,make a reminder for me to read [this article]
40,tell me when [chrome] uses too much memory.
29,can you please remind me to read [this article] later?
12,what is the total time i was on [facebook] [this week]?
17,i want all of my [downloads] moved to my [desktop] folder.
2,phone [sarah] [tomorrow] at [5pm].
49,at what point should i [go grocery shopping]?
37,alert [my wife] [i'm coming home].
37,call [my wife] and let her know that [i'm coming home].
33,give me the list of all articles which i read [last month] in [new york times].
21,play [fancy] next
25,print all of the currently open [documents]
16,book a table for me [tonight] at [red lobster] at [7pm].
12,"during [this week], how much time have i spent on [facebook]"
50,what is the status of my [package]?
8,what time does [cvs] close?
34,locate images for [kittens].
2,remember to call [sarah] at [5pm] [tomorrow].
17,take my [desktop] folder and move all of my [downloads] into it.
16,make a reservation [tonight] at [7pm] for [red lobster]
30,make sure this [note] is saved as a [microsoft word] document
20,open my most recently closed [document].
49,when do i need to [go grocery shopping]?
16,we need a reservation at [red lobster] for [7pm] [tonight]
13,turn the sound up when i [am watching a movie].
50,when is my [package] arriving
44,i want to say [good] in a different way.
25,print my [documents] that are currently open.
16,call in a reservation to [red lobster] for [tonight] at [7pm]
5,turn language to [french]
20,open [document]
17,my [desktop] is the destination folder for [downloads]
24,play the highest rated [songs] from [2012].
16,please make a reservation at the [red lobster] for [7pm] [tonight].
47,what's the best reviewed [restaurant] in irvine?
15,remind me when [my script] finishes running.
9,"[today], how many [emails] did i write?"
36,send a screenshot to [joe] via [email].
8,is [cvs] open until 10?
7,give me a [walk]ing route to the nearest [safeway].
11,how much is [10 euros] in [dollars]?
19,i want all other apps muted when i [am watching youtube].
38,i would like to learn more about [beyonce].
8,when does [cvs] close?
23,play for me the exact same [songs] that i played [yesterday].
22,when [microsoft word] is open play [classical music].
43,can you tell me more about this [error]?
34,find pictures of [kittens].
4,make [bing] my default [search engine].
6,go to [starbucks] and get a [pumpkin spice latte] for me.
6,please get me a [pumpkin spice latte] from [starbucks].
7,show me directions to [safeway] if i choose to [walk]?
22,turn on [classical music] when [microsoft word] is being used.
18,put main volume on mute
2,be sure to call [sarah] at [5pm] [tomorrow].
37,please tell [my wife] that [i'm coming home].
12,how long was i on [facebook] [this week]?
28,keep a record of my [id number]
2,phone [sarah] [tomorrow] at [5pm].
22,"when i'm using [microsoft word], play [classical music]."
14,notify me if [joe] sends me and [email]
17,switch all [downloads] to me [desktop] folder.
1,please prevent me from accessing this site after [10 minutes]
34,show pictures of [kittens] on my screen.
24,play billboard hit [songs] from [2012]
12,can you tell me how much time i spent [this week] on [facebook]?
10,how do [oreos] stack up in terms of calories?
13,turn up the sound when i [am watching a movie].
28,keep my [id number] in memory.
32,let me see [2013] [photos of myself].
18,silence everything.
5,change setting from current language to [french].
29,let me know i need to read [this article] in a little bit.
24,play the most popular [songs] from [2012].
36,[email] [joe] a screenshot of this page.
9,total [emails] that i wrote [today].
13,when i [am watching a movie] increase the volume.
21,"after this song, play [fancy]."
36,screenshot it and [email] it to [joe].
39,[5 minutes] from now wake me up.
11,how many [dollars] would i get from [10 euros]?
24,play the most popular [songs] from [2012]
18,mute all programs
14,send me a notification if i receive any [email] from [joe].
34,i want to see pictures of [kittens].
43,tell me what this [error] means
10,what is the calorie content of [oreos]?
33,display my [new york times] article history from [last month]
50,what day is my [package] expected?
28,save my [id number] for me.
25,i want the open [documents] printed.
14,let me know if i receive an [email] from [joe].
16,i need to make a reservation for [7pm] [tonight] at the [red lobster] in irvine.
50,when will i get my [package]?
1,in [10 minutes] block me from this site.
49,what should be the time to [go grocery shopping]?
47,"what [restaurant] is considered to be the best, that is near me?"
31,set [home] as this location
5,make the language [french]
9,what's the number of [emails] i've written [today]?
11,what is [10 euros] in dollar amount.
45,what are traffic conditions for my drive [home]?
1,block me from this site after [10 minutes].
25,print all [documents] i now have open.
20,please reopen the [document] i just closed.
11,how much is [10 euros] converted into [dollars]?
8,what is [cvs]'s closing time?
45,how is traffic going to be heading [home]?
25,print the [documents] i have displayed on the screen now.
48,when is the date and time of my next meeting?
9,what is the number of [emails] that i have written for [today]?
39,wake me up after [5 minutes] have passed
44,how can i say [good] using a different word?
35,move me to the [tab] that i just viewed.
25,"the [documents] i have open now, print them."
35,switch over to the [tab] i was just looking at.
4,set [bing] as my default [search engine].
16,reserve a spot at [red lobster] [tonight] for [7pm].
36,[email] a screenshot of this to [joe].
4,put [bing] as my default [search engine]
4,set [search engine] to [bing].
42,can you define [lol]?
6,order a [pumpkin spice latte] from [starbucks].
46,what [websites] were my favorites [last year]?
6,get me a [starbucks] [pumpkin spice latte].
18,turn off the sound on everything
14,give me a notification if [joe] sends an [email].
23,[yesterday] i played some [songs] and i would like you to play them again today.
48,when is my next appointment?
34,give me photos of [kittens]
30,save a copy of my [note] as a document in [microsoft word].
45,how long will it take me to get back [home] with traffic?
38,i'd like to know more about [beyonce].
15,notify me when [my script] finishes running
7,can i [walk] to [safeway] in under an hour
41,what are the top used [words] in [this essay]?
44,does [good] have any synonyms
1,after [10 minutes] block me from this site
50,when is the delivery date for my [package]?
13,"if i [am watching a movie], turn the volume up"
18,silence everything.
36,take a screenshot and send a copy to [joe] over [email].
7,find how to [walk] to [safeway].
47,look for the best [restaurant] in the area.
4,turn [bing] into my default [search engine].
20,open the [document] i just closed.
47,i'd like to know the name of the best [restaurant] near me.
41,what [words] are most common in [this essay]?
14,"when [joe] sends an [email], please let me know."
50,what day can i expect my [package]?
4,make [bing] my default [search engine].
37,get a hold of [my wife] and tell her [i'm coming home].
47,find a good [restaurant] that's close by.
45,how does the traffic look on my way [home]?
3,cancel my appointment that is scheduled at [4pm] .
12,how often was i on [facebook] [this week]?
40,notify me when [chrome] is using too much memory
46,tell me what my favorite [websites] were [last year].
27,if an attachment is from [bertha] then send it to [dropbox]
3,please take care of cancelling my [4pm] appointment.
2,don't forget to call [sarah] at [5pm] [tomorrow].
38,google [beyonce]
35,flip back to the [tab] that i just previously looked at.
49,best time for [going grocery shopping]?
19,silence other apps when i [am watching youtube]
6,remind me to get [pumpkin spice latte] from [starbucks]
40,when [chrome]s uses too much memory send an alert.
46,list my favorite [websites] from [last year]
39,set an alarm to wake me up in [5 minutes]
20,bring the [document] i just closed back up.
41,show me the [words] i overuse in [this essay]?
7,guide me to [safeway] via the best [walk]ing route.
18,silence all
13,could you turn up the volume while i [am watching a movie]?
33,what are the [new york times] articles i've read [last month]?
38,what is the bio of [beyonce]
4,use [bing] with [search engine]
17,clear out [downloads] and put them in [desktop].
47,the best [restaurant] near me?
16,i would like you to have reservation at [red lobster] at [7pm] [tonight].
16,get me a reservation at [red lobster] for [7pm] [tonight].
10,what is the calorie count in [oreos]?
19,"when i [am watching youtube], keep any other apps quiet."
3,"i cannot make my [4pm] appointment, so please cancel it"
